Name,Address,Zipcode,Phone,Email,Latitude,Longitude,city,country,email
Bike Town Cyclery,2240 Chino Roces Ave. Cancio Bldg.,1200,+63 88697894,,14.54486861,121.0162367,Makati City,Philippines,biketowncyclery@gmail.com
Tryon Marketing,477 Dr Jose P. Rizal Ave,1207,+63 88954515,,14.57144473,121.0182342,Makati City,Philippines,tryon_marketing@yahoo.com
Paulinas Cycle Center,Door1 CCV-2 Cartimar International Shopping Center,1300,+63 88337617,,14.55089036,120.9966866,Leveriza Street Pasay City,Philippines,paulinas_bikes@yahoo.com
Cool Stuff 168,133 G. Roxas Street,1100,+63 87403695,,14.63469113,120.9937696,Quezon City,Philippines,coolstuff168ph@yahoo.com
Velocipede Bike Shop,Unit B Royale Place Mall Don Antonio Drive,1119,+63 83518488,,14.68475399,121.0866389,Old Balara Quezon City,Philippines,brian_acosta2000@yahoo.com
HwaSin Bike (GwangJu),67 Naesang-ro Gwangsan-gu,62433,+82 629426140,,35.13711445,126.7995318,Gwangju,Republic Of Korea,lespo5366@daum.net
Velo ENG.,1F 507-6 Iljik-Dong,14354,+82 28997070,,37.42881178,126.8930379,Gwangmyeong-Si,Republic Of Korea,veloeng@naver.com
Paramount Bike (Daegu),1F 187-7 Jung-Dong,42155,+82 537661212,,35.84123481,128.6142975,Daegu-Si,Republic Of Korea,para8439@naver.com
NSM Bike,1F 70 Gilju-ro,14544,+82 323223837,,37.50558653,126.7497804,Bucheon-si,Republic Of Korea,nhj616@naver.com
Ku#,1F 35-4 Jeongja-1-Dong,13609,+82 317149896,,37.37326176,127.1119287,Seongnam-Si,Republic Of Korea,islim78@naver.com
Bike Top (ChunCheon),104 Gongji-ro,24327,+33 2627872,,37.85635224,127.7487564,Chuncheon-si,Republic Of Korea,kugak@naver.com
OCC 515 (BuSan),515 Oncheoncheon-ro,47905,+82 515531149,,35.19104398,129.1093329,Busan,Republic Of Korea,cherokee33@naver.com
Take Out Bike,No. B1311470 Jungang-ro,10379,+82 7077377733,,37.6725973,126.7573213,Goyang-si,Republic Of Korea,takeoutbike@gmail.com
Monocle Bike (Daegu),1F 92 Paldal-ro,41710,+82 7086775599,,35.89000576,128.5600807,Daegu-Si,Republic Of Korea,monoclebike@naver.com
Kims Bike,66 Geumho-ro,4718,+82 222810880,,37.54944974,127.0262378,Seoul,Republic Of Korea,kimsbike@naver.com
SenceNe (CheongJu),204 Sajik-daero,28650,+82 432888033,,36.63587039,127.4712387,Cheongju-si,Republic Of Korea,inosense2@naver.com
Velo Space,120 Gongse-ro,17085,+10 83484535,,37.23682572,127.107217,Gyeonggi-Do,Republic Of Korea,velo_space@naver.com
Bikey GangNam Store,"34, Nonhyeon-ro, Gangnam-gu",6312,+82 1032323489,,37.47410481,127.048732,Seoul,Republic Of Korea,bill@bikey.co.kr
PR Bike (ChangWon),1F 13 Chungjang-ro 671beon-gil,51628,+10 94892000,,35.13031022,128.7053132,Changwon-si,Republic Of Korea,csc121@naver.com
Buy Bicycle,1F 35 Yongmin-ro 237beon-gil,11769,+82 707795972,,37.75024081,127.0976122,Uijeongbu-si,Republic Of Korea,forceonemid@naver.com
O-Chang MTB (CheongJu),315 Ochang-daero,28120,+43 2418859,,36.71130059,127.4281461,Cheongju-si,Republic Of Korea,ochangmtb@naver.com
Velo House,1F 515 Seunghak-ro,22695,+82 1089885887,,37.56598439,126.6766982,Incheon,Republic Of Korea,velohouse@naver.com
SHIN'S,1F 19 Daejeong-ro,21390,+82 325022758,,37.49735876,126.7239815,Incheon,Republic Of Korea,shinsbike@shinsbike.com
OMK Bike Camp (UlSan),72 Taehwa-ro,44439,+82 522494700,,35.55379117,129.2838092,Ulsan,Republic Of Korea,red1234504@gmail.com
Halla Cycle (Jeju),188 Yeonbuk-ro,63147,+82 647498510,,33.48159264,126.5014607,Jeju-do,Republic Of Korea,halla@hallacycle.com
Bike Factory (WonJu),1F 525 Seowon-daero,26450,+33 7640612,,37.32444083,127.9608948,Wonju-si,Republic Of Korea,harimahoo@naver.com
Gwang-Jin OMK,B1F 13 Sutaekcheon-ro,11929,+82 315552846,,37.5988146,127.144755,Guri-si,Republic Of Korea,brs1157@hotmail.com
Hellow Velo Bicycle,1F 15-8 10beon-gil,12097,+10 97513633,,37.57333156,126.9835741,Namyangju-si,Republic Of Korea,hellovelo@naver.com
SIMS Bike,"Unit. 107 and 108, 112, Gwangdeok 4-ro, Danwon-gu",15485,+82 7041297803,,37.31512075,126.824765,Ansan-si,Republic Of Korea,inmax@bikey.co.kr
Pedalspot Taipan,10 Jalan USJ 10/1E,47620,+60 380811527,,3.049749,101.58358,Subang Jaya,Malaysia,taipan@pedalspot.com.my
W.G. Cycle,36 - 36 A Nam Meng Building Ban Hock Road,93100,+60 82238239,,1.5525419,110.352987,Kuching,Malaysia,wgcycle@gmail.com
Pedalspot Pandan Indah,2 Jalan Pandan Indah 1/23D,55100,+60 392028533,,3.13123,101.752461,Pandan Indah,Malaysia,pi@pedalspot.com.my
Pedalspot SS2,9 Jalan SS2/3.,47300,+60 378770450,,3.112303,101.611652,Petaling Jaya,Malaysia,ss2@pedalspot.com.my
Nur Ikhsan Trading,139 Jalan Rawa,81200,+60 72416798,,1.472655,103.6679823,Tampoi,Malaysia,noorcyclingshop@gmail.com
Auriga Invent Srl,Via Melzo 36,20129,+39 0236587670,,0,0,Milan,Italy,info@bromptonjunction.it
Starbike,Bruno-Marek-Allee 11,1020,+43 12198560,,48.22756002,16.39269326,Wien,Austria,office@starbike.at
MR Bicycle,547 Main St,40065,+1 5022204136,,38.21118,-85.21716,Shelbyville,United States,mainstreetbikes@gmail.com
Küstenrad E-Bike Store Kiel,Bahnhofstraße 37,24143,+49 43158091140,,54.34229135,10.13310582,Kiel,Germany,team@kuestenrad-kiel.de
Mammoth Fuente del Berro,Calle de la Fuente del Berro 9,28009,+34 912909109,,40.4265237,-3.6706499,Madrid,Spain,compras.direccion@mammothbikes.com
Radspezial,Petzvalstraße 54,38104,+49 531471949,,52.284137,10.57838931,Braunschweig,Germany,volker.voge@lebenshilfe-braunschweig.de
Holland Bikes Réparation et Location de Vélos,Parking Meyerbeer 3 rue de la Chaussée d'A,75009,+33 144790696,,48.8715078,2.3339896,Paris,France,atelierhb09@hollandbikes.com
Balfe's Bikes - Sutton,126 High Street,SM1 1LU,+44 2080767400,,51.36378044,-0.193269189,Sutton,United Kingdom,sutton@balfesbikes.co.uk
Balfe's Bikes - Islington,33 Essex Road,N1 2SA,+44 2045315550,,51.53732131,-0.100998512,Islington,United Kingdom,islington@balfesbikes.co.uk
Balfe's Bikes - Waterloo,69-71 The Cut,SE1 8LL,+44 2045297777,,51.50275296,-0.107962387,Waterloo,United Kingdom,waterloo@balfesbikes.co.uk
Bike Republic Gent-Rooigemlaan,Rooigemlaan 2e,9000,+32 92470475,,51.05481,3.697439,Gent,Belgium,gent-rooigem@bikerepublic.be
Tromm Tweewielers,Europaplein 45,1078 GV,+31 206642099,,0,0,Amsterdam,Netherlands,rikard@elcykelkompaniet.se
En Selle Marcel Paris - BNF,"94, Avenue de France",75013,+33 153600831,,48.82951,2.37805,Paris,France,france@ensellemarcel.com
En Selle Marcel Paris - Le Marais,"22, rue de La Perle",75003,+33 140090402,,48.85992,2.36109,Paris,France,laperle@ensellemarcel.com
Bike Republic Kuurne,Ringlaan 11,8720,+32 56715832,,50.84738226,3.265909065,Kuurne,Belgium,kuurne@bikerepublic.be
Electric Bike Team,29 East Street,1010,+64 93685899,,-36.859216,174.758291,Auckland,New Zealand,contact@ebiketeam.co.nz
Bicycle Junction,1 Marion St,6021,+64 43893893,,-41.293793,174.777238,Te Aro,New Zealand,shop@bicyclejunction.co.nz
Bulten Bike ekonomisk förening,Segelvägen 28,66340,+46 730526507,,59.3232902,13.5063878,Hammarö,Sweden,team@bultenbike.se
UAB PROSPORT.LT Vilnius,Liepyno g. 2/Saltoniškių g. 29,8106,+370 68243712,,54.6981992,25.25536152,Vilnius,Lithuania,vilnius@prosport.lt
UAB PROSPORT.LT Kaunas,Radvilėnų pl. 1 E,50264,+370 68674757,,54.90814087,23.93827696,Kaunas,Lithuania,prosportkns@prosport.lt
Tredz Cardiff,Penarth Road Retail Park,CF11 8EF,+44 2920702229,,51.45371097,-3.197981131,Cardiff,United Kingdom,cardiff@tredz.co.uk
Tredz Swansea,Castell Close Swansea Enterprise Park,SA7 9FH,+44 1792702555,,51.65692433,-3.906785131,Swansea,United Kingdom,swansea@tredz.co.uk
Cyclable Le Plessis Bouchard,160 chaussée Jules César,95130,+33 134157969,,49.001103,2.224875,Le-Plessis-Bouchard,France,eric.moreau@cyclable.com
SpinWarriors - Kemang,Jl. Kemang Timur Raya 90C (Ruko B),12730,+62 81212989834,,-6.270901697,106.8235735,Jakarta,Indonesia,info@spinwarriors.com
SpinWarriors - Bandung,Jl. Batununggal Indah Raya 77,40267,+62 2287502415,,-6.953003371,107.6251275,Bandung,Indonesia,info@spinwarriors.com
SpinWarriors - Kampung Sepeda,"Jl. Raya Pagedangan Kp. Cicayur II No.153,",15336,+62 817381000,,-6.2941626,106.6157141,Tangerang,Indonesia,info@spinwarriors.com
Le Local à Vélo,2 rue D'Orléans,14360,+33 683789594,,49.367,0.08167,Trouville-Sur-Mer,France,lelocalavelotrouville@gmail.com
Biker bvba,Steendam 16,9000,+32 92242903,,51.0570387,3.7292232,Ghent,Belgium,webshop@bikerfietsen.be
Fietsen de Geus Edegem,Trooststraat 34,2650,+32 32381712,,51.15457389,4.446301123,Edegem,Belgium,edegem@fietsendegeus.be
Bike Republic Oudenaarde,Westring 41,9700,+32 55474859,,50.87239574,3.609699566,Oudenaarde,Belgium,oudenaarde@bikerepublic.be
Mi Bicio,Avenida Italia 963,7501184,+56 227065718,,-33.443559,-70.626097,Santiago,Chile,contacto@mibicio.cl
WECLE YeoUiDo Store," B1F, 16, Gukjegeumyung-ro 8-gil, Yeongdeungpo-gu",7330,-5899,,37.52202294,126.9288284,Seoul,Republic Of Korea,
bb5 HQ (YongSan)," 1F, Jin-Yeong Bldg., 185-3, Seobinggo-Dong, Yongsan-Gu",4384,-16091,,37.52067941,126.993579,Seoul,Republic Of Korea,
bb5 EAST,"No.108, 144, Gucheonmyeon-ro, Gangdong-gu",5247,-10163,,37.54236698,127.1208349,Seoul,Republic Of Korea,
Feral Cat Bicycle,"1F, 138-11, Munjeong-Dong, Songpa-Gu",5744,-7390,,37.48942972,127.1349942,Seoul,Republic Of Korea,
Factory One,"1F, 453, Jeungsan-ro, Eunpyeong-gu",3450,-638,,37.59690294,126.9147892,Seoul,Republic Of Korea,
Full-Outer,"1F, 91-25, Jayang-Dong, Gwangjin-Gu",5086,-7475,,37.53247659,127.065054,Seoul,Republic Of Korea,
Dream Bike,"No.108, Cheongwon Lakeville, 727-2, Janghang-Dong, Ilsandong-Gu",10366,-10395,,37.66481499,126.7682795,Goyang-Si,Republic Of Korea,
CYCLE - Die Radexperten Emanuel Oehring,Weinstr. 5,83022,+49 803114573,,47.8576378,12.1284425,Rosenheim,Germany,info@cycle-rosenheim.de
BROMPTON JUNCTION München,Wörthstraße 11,81667,+49 8944119906,,48.1316844,11.5993718,München,Germany,hello@muenchen.brompton.de
Les Cyclistes Branchés - Charenton,74 Rue de Paris,94220,+33 973521725,,48.82275,2.41204,Charanton Le Pont,France,charenton@les-cyclistes-branches.com
GS Velo Inh. Frank Flügel,Striesener Str. 49,1307,+49 3513143643,,51.0471541,13.7716851,Dresden,Germany,info@gs-velo.de
Tandart Sport,200 Rue du Phare du Bout du Monde,80440,+33 322430810,,49.86696,2.36202,Boves,France,d.tandart.giant@outlook.fr
Ebikelovers Porto,Rua de Rodrigues Sampaio 176,4000-425,+351 910096919,,41.1488758,-8.6120774,Porto,Portugal,ebikelovers.porto@gmail.com
Brompton Junction Shanghai (Kerry Centre),"S1-01B, Jing'an Kerry Centre, 1238 Mid-Yan'an Road",200052,+86 2163128937,,31.22316033,121.4492296,Shanghai,China,ken.sun@bromptonchina.cn
Brompton Junction Beijing,"LG2-27, No. 9, Dongdaqiao Road",100020,+86 1085626552,,39.92070889,116.4503075,Beijing,China,heming.wang@bromptonchina.cn
Halfords Nottingham 0855,Victoria Retail Park,NG4 2PE,+44 1159400811,,52.9617861,-1.0759691,Nottingham,United Kingdom,general.0855-nottingham@halfords-stores.co.uk
Junction Paris,85 Rue de Rivoli,75001,+33 142219614,,48.8605033,2.3416155,Paris,France,paris@bromptonjunction.com
Cyclable Troyes,5 Boulevard du 1er Ram,10000,+33 781323509,,48.292091,4.07287,Troyes,France,troyes@cyclable.com
Pro Bicycle,Jl. Raya Pasar Jumat Lebak Bulus No. 45 B-C,12310,+62 217663029,,-6.288833717,106.7731993,Jakarta,Indonesia,info@pro-bicycle.com
e-motion e-Bike Welt Saarbrücken,Peter-Zimmer-Straße 3,66123,+49 68138376457,,49.227671,7.018396,Saarbrücken,Germany,saarbruecken@emotion-technologies.de
e-motion e-Bike Welt Pforzheim,Kaulbachstr. 51-53,75175,+49 72311672284,,48.88622,8.73748,Pforzheim,Germany,pforzheim@emotion-technologies.de
e-motion e-Bike Welt Düsseldorf,Niederrheinstraße 211,40474,+49 21122966966,,51.283078,6.74062,Düsseldorf,Germany,dus@emotion-technologies.de
e-motion e-Bike Welt Schleswig,Husumer Str. 2,24837,+49 4621482628,,54.523968,9.542024,Schleswig,Germany,schleswig@emotion-technologies.de
e-motion e-Bike Welt Stuttgart,Kanalstr. 55,73728,+49 71190122876,,48.736558,9.312458,Stuttgart,Germany,stuttgart@emotion-technologies.de
e-motion e-Bike Welt Gießen,Carl Benz Str. 5,35440,+49 64036099500,,50.538477,8.656322,Linden,Germany,giessen@emotion-technologies.de
e-motion e-Bike Welt Werder,Adolf-Damaschke-Straße 56/58,14542,+49 33274372080,,52.391074,12.92952,Werder,Germany,werder@emotion-technologies.de
e-motion e-Bike Welt München West,Geiselbullacher Str. 2A,82140,+49 81424485850,,48.225982,11.333247,Olching,Germany,muenchen-west@emotion-technologies.de
e-motion e-Bike Welt Hanau,Johann-Carl-Koch-Str. 7,63452,+49 61819911990,,50.145883,8.941988,Hanau,Germany,hanau@emotion-technologies.de
e-motion e-Bike Welt Frankfurt Süd,Strahlenberger Weg 16,60599,+49 6924247887,,50.10345,8.70231,Frankfurt am Main,Germany,frankfurt-sued@emotion-technologies.de
e-motion e-Bike Welt Moers,Greefstr. 1-3,47441,+49 28416562265,,51.454307,6.634538,Moers,Germany,moers@emotion-technologies.de
e-motion e-Bike Welt Erding,Berghamer Str. 8,85435,+49 81222259668,,48.275232,11.897098,Erding,Germany,erding@emotion-technologies.de
e-motion e-Bike Welt Braunschweig,Wilhelmstraße 1,38100,+49 53147230024,,52.265983,10.527446,Braunschweig,Germany,braunschweig@emotion-technologies.de
e-motion e-Bike Welt München Süd,Wettersteinstraße 16,82024,+49 8950072800,,47.971198,11.654722,Taufkirchen,Germany,muenchen-sued@emotion-technologies.de
Bike Republic Grimbergen,Vilvoordsesteenweg 307,1850,+32 33376698,,50.92685,4.39237,Grimbergen,Belgium,grimbergen@bikerepublic.be
Pastel Richer,"4, Rue Richer",75009,+33 183960650,,48.87408,2.34747,Paris,France,hello.richer@pastel-cycles.com
Cycle Loft,"Middlesex Commons, 43 Middlesex Turnpike",1803,781-272-0870,,42.4706531,-71.2078917,Burlington,United States,
Urban Bicycle Gallery,801 Durham Drive,77007,713 863 0991,,29.7721302,-95.4100318,Houston ,United States,
Green Fleet Bicycle Shop,934 Jefferson St,37208,615-379-8687,,36.17271,-86.79432,Nashville,United States,
Holland's Bicycles,977 Orange Ave.,92118,619-435-3153,,32.68589,-117.17939,Coronado,United States,
Perennial Cycle (MN),3342 Hennepin Avenue,55408,612-827-8000,,44.941596,-93.2984694,Minneapolis,United States,
Ciclo Urbano - Bompton Dealer,R. Artur de Azevedo 1325,05404-013,+55 1130860375,,-23.5640523,-46.6860044,São Paulo,Brazil,pinheiros@ciclourbano.com.br
Sotto Sopra,"via Guido Bettinazzi, 2",38062,+39 0464516226,,45.9200749,10.8884624,Arco,Italy,dayanaceschia@hotmail.com
Sotto Sopra - Arco,Via vergolano 33,38062,+39 0464516226,,45.919514,10.882509,Arco,Italy,dayanaceschia@hotmail.com
Bike Republic Medan,Jalan Gagak Hitam No. 129/131,20122,+62 85263981873,,3.584087723,98.63103782,Medan,Indonesia,bikerepublic@suryabumipermata.com
Max Bike Shop,Ruko Diamond JI. AP. Pettarani,90231,+62 85240436374,,-5.153778871,119.4375447,Makassar,Indonesia,makasar@suryabumipermata.com
Bike Haus Semarang,JI. MT. Haryono No. 555A,50136,+62 248456918,,-6.990831266,110.4317282,Semarang,Indonesia,bikehaus@suryabumipermata.com
Balfe's Bikes - Kingston,36-40 Richmond Road,KT2 5EE,+44 2045315552,,51.41394747,-0.300529292,Kingston Upton Thames,United Kingdom,kingston@balfesbikes.co.uk
Mammoth Cantabria,"Pol. Ind. Las Esprilla, Nave 1A",39608,+34 942130300,,43.43929922,-3.894798304,Igollo de Camargo,Spain,santander.esprilla@mammothbikes.com
Mammoth Vitoria,"C/ Juan de Garay, 7",1012,+34 945101990,,42.8601098,-2.6770344,Vitoria-Gasteiz,Spain,vitoria.garay@mammothbikes.com
Mammoth Bilbao,"C/ Licenciado Poza, 60",48013,+34 944701940,,43.2632405,-2.9453516,Bilbao,Spain,bilbao.pozas@mammothbikes.com
Mammoth Villalba,"Avda. Reina Victoria, 39",28430,+34 918513938,,40.6390653,-4.0226543,Alpedrete,Spain,madrid.villalba@mammothbikes.com
Mammoth Sevilla (Arjona),Calle Arjona 8,41001,+34 954560095,,37.389265,-6.0026971,Sevilla,Spain,sevilla.arjona@mammothbikes.com
Mammoth Córdoba,"Avenida Al-Nasir, 21 local 1",14006,+34 957853127,,37.8957141,-4.7750783,Córdoba,Spain,cordoba.alnasir@mammothbikes.com
Cycle Oxygen,"1 Stadium Place, Unit #01-05",397628,+65 66672678,,1.302585464,103.8736261,Singapore,Singapore,cycleoxygensg@gmail.com
SPORTER FLAGSHIP STORE TREVISO,Via Eroi Podrute 2/4/6,31057,+39 0422362300,,45.652161,12.3078632,Silea,Italy,officina125@sportler.com
El Corte Ingles Madrid,"Calle de Raimundo Fernandez Villaverde, 79",28003,+34 914188800,,40.446491,-3.69727,Madrid,Spain,gaspar_mariblanca@elcorteingles.es
Robi Bike,Via Vittorio Veneto197,32100,+39 04371837175,,46.1510744,12.2286088,Belluno,Italy,info@robi.bike
Komut Bikes,Rue Vanderkindere 395,1180,+32 23434757,,50.81426,4.36096,Uccle,Belgium,hello@komut.be
Balfe's Bikes - Chiswick,124-126 Chiswick High Rd,W4 1PU,+44 2038701005,,51.49311236,-0.252767949,Chiswick,United Kingdom,chiswick@balfesbikes.co.uk
RE Beijing (Kerry Centre store),"1st Floor, Kerry Centre Shopping Mall, No 1. Guang Hua Road",100020,+86 18611865868,,39.914277,116.460492,Beijing,China,liuzhifei9999@163.com
RE Beijing (Sanlitun store),"Unit S5-15, 1st Floor, Building 5, Courtyard 19, Taikoo Li South District, Sanlitun Road",100020,+86 18611865868,,39.93625607,116.4553545,Beijing,China,liuzhifei9999@163.com
RE Beijing (Finance Street),"No. L113-116, 1st Floor, Financial Street Shopping Center, No.2 JinchengFang Street",100020,+86 18611865868,,39.914938,116.3623359,Beijing,China,liuzhifei9999@163.com
Tadenberg Bikes,Mörkenstrasse 55,22767,+49 4023969442,,53.5495782,9.943037,Hamburg,Germany,crew@tadenberg.de
M-CYCLE Beijing (Xizhimen),"Floor 5, XiZhiMen Street",100035,+86 18601258775,,39.935989,116.3552689,Beijing,China,49142786@qq.com
M-CYCLE Beijing (Zhongguancun),"Zhongguancun Mall, 19 Zhongguancun Street",100035,+86 18601258775,,39.979434,116.314045,Beijing,China,49142786@qq.com
Ouroboros Goods,"Building 2, Beiren Outdoor Cultural Industrial Park",100062,+86 18511850831,,39.8927732,116.4259898,Beijing,China,wpz831@sohu.com
AITA Cycle (Beijing),"No.88, 798 Art Zone, No.3 Taoci Street",100020,+86 18611831587,,39.984138,116.49609,Beijing,China,1061537905@qq.com
WeCycle (Libao Plaza),"Building 2, Libao Plaza, No. 365 Xihong Road",200021 ,+86 13588426435,,31.1968142,121.3115723,Shanghai,China,Sally.Shen@stctri.com
WeCycle (Yuanshen),"First Floor, East District, Yuanshen Center, No. 9 Yushan Road",200120,+86 18017947831,,31.230264,121.5381839,Shanghai,China,jerry.zhang@stctri.com
WeCycle (Kerry City),"L118 Pudong Kerry City, 1378 Huamu Road",200120,+86 18017947831,,31.213676,121.562774,Shanghai,China,jerry.zhang@stctri.com
ALLUNEEDNOW (Shanghai),"Room 111-2 Xiansuo, No. 5 Yanping Road, Jing'An District",200002,+86 15021840428,,31.23208,121.43871,Shanghai,China,yannick1983@live.cn
Shenyang Qiqiba,"Door 5, No. 89, Nanyanghu Street",110000,+86 13998889711,,41.7633159,123.31672,Shenyang,China,2319429979@qq.com
Brompton Junction Shenyang (K11),"L1 A3007, No.2 Jia-1, Bolan Road",110002,+86 13998889766,,41.805699,123.431472,Shenyang,China,qqb778778@163.com
Yinyan Space (Hangzhou),"No.27, 2nd Floor, LongHu TianJie Mall",310000,+86 13414977829,,30.2741499,120.15515,Hangzhou,China,wu_ei@foxmail.com
NoXBase Hangzhou,"No.105 Wulinli, Wulin Road",310000,+86 13588426435,,30.33416,120.10201,Hangzhou,China,leo.li@noxbase.com
Velo Art (Zhuhai),"Store 1616, Jiuzhou Avenue ",519000,+86 18675820114,,22.2344877,113.5400876,Zhuhai,China,sun@veloart.cn
Shenzhen Junda,"6-7 Haixiu Road, Building 6, Xilongwan Garden, No.3 Jiaan Road",518000,+86 13417338856,,22.547852,113.889927,Shenzhen,China,13417338856@139.com
MCC Suzhou,"109-1, Sport Cultural & Creative Industrial Park, No.188 Panxu Road",215004,+86 18626222722,,31.281522,120.612783,Suzhou,China,18626222722@qq.com
BICICLI Cycling Concept Store,Bertolt-Brecht-Platz 2,10117,+49 3025763970,,52.522442,13.38629,Berlin,Germany,kontakt@bicicli.de
Cosmic Bikes Inc.,4641 N. Milwaukee Ave.,60630,773-930-4076,,41.96511,-87.75804,Chicago,United States,
MCC Nanjing,"101-102, Building 9-1, Innovative Park, No.66 Laifeng Street",210004,+86 18936049758,,32.0235241,118.7709894,Nanjing,China,wjgshixiong@163.com
RE Shanghai (Raffles),"No.12, 1st Floor, Raffles North Bund, No.55 Haimen Road",200000,+86 18611865868,,31.23220611,121.4765555,Shanghai,China,liuzhifei9999@163.com
Cyclable Rochefort,8 avenue marcel dassault,17300,+33 579979890,,45.944835,-0.960104,Rochefort,France,rochefort@cyclable.com
Cyclable Bordeaux Ouest,228 Avenue de la Marne,33700,+33 556991148,,44.83225,-0.6411,Mérignac,France,bordeaux-ouest@cyclable.com
El Corte Ingles Marbella,"C/Ramón Areces,s-n",29660,+34 952909990,,36.4903846,-4.9520721,Puerto Banús,Spain,gaspar_mariblanca@elcorteingles.es
RE Beijing (Joy City store),"1F-31 Store, ChaoYang Joy City Mall, No. 101 Chaoyang Road",100020,+86 18611865868,,116.5183333,39.92403698,Beijing,China,liuzhifei9999@163.com
Bicyclic Namur,649 Chaussée de Liège,5100,+32 81217050,,50.46416,4.90624,Jambes,Belgium,namur@bicyclic.be
Bicyclic Liege Centre,"Rue Saint Michel 16,",4000,+32 43880031,,50.64474,5.57197,Liège,Belgium,liege@bicyclic.be
Bicyclic Marche,"Chaussée de Liège, 97",6900,+32 43880031,,50.23916,5.34513,Marche-en-Famenne,Belgium,marche@bicyclic.be
Bicyclic Remouchamps,"Square Philippe Gilbert, 3",4920,+32 43880031,,50.48374,5.70071,Remouchamps,Belgium,remouchamps@bicyclic.be
Bicyclic Hognoul,Rue Chaussée 2b,4342,+32 43880031,,50.68146,5.46753,Hognoul,Belgium,hognoul@bicyclic.be
Mammoth Valencia,"Avinguda de Pérez Galdos, 115",46018,+34 963921138,,39.4719369,-0.3939008,Valencia,Spain,valencia.galdos@mammothbikes.com
Ride Bike Diest,Nijverheidslaan 21,3290,+32 13306316,,50.98966,5.04175,Diest,Belgium,info@ridebikes.be
BIKECORP,"Ruko Surya Inti Permata II A 1-2, Jl. Mayjen HR. Muhammad No.179, Pradahkalikendal, Dukuhpakis",60226,+62 82123483200,,-7.283080235,112.6863728,Surabaya,Indonesia,bikecorp@suryabumipermata.com
Localand (Xi'an),"No. 305, Xi’an Glorious Plaza, Keji Road, Yanta District",710000,+86 18629148515,,34.23709,108.89337,Xi'an,China,dreamerdingrui@gmail.com
Baike (Dalian),"No. 91, Haizhiyun Road, Zhongshan District",116000,+86 17709833266,,38.901317,121.70333,Dalian,China,17709833266@163.com.cn
Cyclable Services,10 route de Polygone,67000,+33 388344753,,48.57129,7.75601,Strasbourg,France,strasbourg-etoile@cyclable.com
Cyclable Béthune,ZAC du Beaupré – Le Village 2800,62131,+33 695714209,,50.50977,2.63432,Verquin,France,bethune@cyclable.com
Giroscop,45 Boulevard de Suisse,31200,+33 531614286,,43.6144,1.42044,Toulouse,France,contact@giroscop.com
Altermove Paris Luxembourg,51 Rue Claude Bernard,75005,+33 145353075,,48.84063446,2.345384127,Paris,France,paris-jardin-luxembourg@altermove.com
Altermove Lille,1 Rue des Arts,59100,+33 320511513,,50.6395412,3.0648987,Lille,France,lille@altermove.com
Altermove Lyon,41 Avenue Maréchal de Saxe,69006,+33 482539669,,45.7642282,4.8450388,Lyon,France,lyon@altermove.com
Holland Bikes Bordeaux Nansouty,182 cours de la Somme,33800,+33 951329037,,44.82354,-0.57237,Nouvelle Aquitaine,France,bordeaux@hollandbikes.com
Balfe’s Bikes - Hackney,164 - 167 Mare St,E8 3RG,+44 2038331544,,0,0,Hackney,United Kingdom,hackney@balfesbikes.co.uk
Alltricks Store Coignières,"Forum de Coignières, Rue des Frères Lumière",78310,+33 185400023,,48.75674,1.93542,Coignières,France,seb@alltricks.com
Alltricks Store Issy-les-Moulineaux,9 rue Auguste Gervais,92130,+33 130485282,,48.823515,2.273309,Issy-les-Moulineaux,France,dimitri.troine@alltricks.com
e-motion e-Bike Welt Remscheid,Büchelstraße 54-58,42855 ,+49 21914372515,,51.19702296,7.17177274,Remscheid,Germany,remscheid@emotion-technologies.de
e-motion e-Bike Welt Wedel,Langenkamp 28,22880,+49 22164000030,,53.57621312,9.729091939,Wedel,Germany,wedel@emotion-ebikes.de
TUCC Bali,"Jl. Teuku Umar Barat, No. 777 Denpasar Barat",80119,+62 81237594293,,-8.6815112,115.1914627,Bali,Indonesia,balitucc6@gmail.com
Bicycle Store - Etoile,22 avenue de la Grande Armée,75017,+33 130383118,,48.87541,2.29103,Paris,France,contact@bicyclestore.fr
Fahrrad Franz GmbH Griesheim,Flughafenstr. 14,64347,+49 61557090038,,0,0,Griesheim,Germany,florian.schaefer@fahrrad-xxl.de
Evans Cycles Cwmbran,4 Ffordd Cwmbran,NP44 3JQ,+44 3439092909,,51.6541051,-3.028148946,Cwmbran,United Kingdom,workshop.cwmbranev@evanscycles.com
Evans Cycles Stockport,The Courts,SK1 1UD,+44 3439092741,,53.41314071,-2.157255777,Stockport,United Kingdom,manager.stockportev@evanscycles.com
Evans Cycles St Helens,Unit 5 Ravenhead Retail Park,WA9 5EE,+44 3439092708,,53.44582442,-2.733076954,St Helens,United Kingdom,manager.sthelensev@evanscycles.com
PG Cycle Spot,"102-C-1, NEW WORLD PARK, JALAN BURMAH",10050,+60 124889498,,5.42047449,100.3268117,Georgetown,Malaysia,thamnk900@gmail.com
Cyclable Issy les Moulineaux,75 avenue Victor Cresson,92130,+33 672043943,,48.82118,2.26174,Issy Les Moulineaux,France,theophile.gavarry@cyclable.com
